1659769186.000000, 1659769186.000000, 1659769186.000000
32.000000, 32.000000, 32.000000
-52,-27,22
-46,-25,20
-43,-24,22
-51,-34,21
-47,-38,21
-48,-34,22
-52,-36,20
-53,-35,22
-50,-38,23
-52,-39,23
-57,-33,19
-49,-32,21
-43,-32,19
-49,-34,20
-51,-35,21
-48,-34,21
-52,-32,20
-44,-35,21
-52,-36,20
-55,-37,21
-52,-37,21
-52,-39,20
-55,-38,19
-48,-34,19
-50,-32,17
-55,-34,20
-56,-31,18
-43,-34,19
-47,-35,18
-52,-32,19
-52,-35,18
-49,-35,18
-46,-39,18
-50,-42,20
-61,-38,17
-55,-44,15
-47,-43,16
-47,-35,19
-52,-34,18
-42,-33,14
-35,-32,18
-41,-32,16
-47,-42,11
-44,-43,20
-53,-43,22
-51,-46,21
-45,-45,24
-44,-39,25
-44,-38,24
-42,-33,30
-35,-36,32
-46,-35,27
-43,-32,36
-34,-36,47
-47,-30,35
-44,-27,33
-32,-28,35
-44,-27,36
-43,-29,36
-35,-33,39
-39,-33,39
-39,-36,39
-43,-33,39
-40,-34,36
-37,-34,38
-40,-33,39
-35,-35,35
-43,-35,38
-45,-31,40
-39,-31,36
-36,-36,35
-40,-33,39
-41,-37,37
-38,-40,38
-41,-32,37
-39,-35,38
-41,-32,42
-42,-31,41
-42,-30,40
-42,-23,38
-38,-24,39
-34,-24,43
-36,-27,43
-34,-27,49
-33,-25,45
-33,-23,46
-37,-19,46
-36,-19,46
-36,-21,47
-35,-24,48
-35,-25,49
-39,-22,49
-39,-21,47
-39,-17,47
-42,-13,50
-42,-14,48
-35,-21,56
-31,-18,63
-14,-12,57
-17,-15,50
-14,-15,51
-19,-18,50
-28,-17,42
-22,-21,35
-17,-22,36
-24,-23,37
-26,-27,40
-25,-54,45
1,-34,62
6,5,81
-7,24,80
-9,14,65
-15,17,65
-21,20,54
-17,21,57
-3,35,65
10,28,61
6,26,65
6,23,64
13,16,60
-8,24,64
-14,35,67
-16,39,72
-4,36,59
-2,38,56
-3,35,55
-8,34,53
-11,34,55
-8,35,52
-6,34,50
14,43,45
8,38,42
-3,47,35
17,42,61
-73,33,76
22,35,47
10,48,41
2,37,44
-13,36,66
0,40,53
4,40,55
5,31,55
5,34,51
-1,41,58
20,31,73
127,-56,-50
-128,127,127
-27,8,49
20,42,98
-41,5,89
45,64,127
-128,-48,115
127,88,-105
-117,69,89
-33,19,93
38,34,56
-1,27,59
25,23,67
16,28,56
29,31,61
17,29,46
9,25,53
21,34,62
20,36,65
-33,18,54
24,14,78
30,29,98
6,16,93
-6,8,80
-31,-1,59
-29,-9,49
-36,-14,39
-28,-19,41
-23,-19,42
-27,-28,33
-20,-33,29
-21,-33,27
-17,-36,28
-23,-35,27
-16,-37,34
-12,-40,36
-3,-38,48
-17,-38,37
-19,-38,31
-39,-28,38
-43,-22,66
-32,-32,59
-18,-42,37
-24,-39,37
-28,-38,44
-29,-39,47
-39,-39,40
-29,-41,40
-27,-40,43
-29,-38,43
-33,-38,40
-31,-38,41
-29,-38,42
-32,-37,40
-32,-38,40
-31,-38,41
-32,-38,41
-30,-38,41
-29,-38,41
-32,-38,41
-33,-38,40
-31,-38,41
-33,-38,41
-30,-38,41
-32,-38,41
-31,-38,40
-31,-38,41
-31,-38,40
-31,-38,41
-31,-39,41
-33,-38,40
-32,-39,40
-31,-38,41
-33,-38,40
-32,-38,41
-31,-38,41
-31,-38,40
-31,-38,41
-32,-39,40
-30,-38,40
-31,-38,40
-33,-38,40
-32,-38,40
-32,-38,40
-31,-38,40
-31,-39,40
-31,-38,40
-32,-39,40
-31,-39,40
-32,-38,40
-33,-38,39
-31,-38,41
-30,-38,40
-32,-37,40
-31,-39,40
-31,-39,40
-32,-40,40
-31,-37,40
-33,-37,40
-31,-40,41
-31,-40,41
-32,-41,39
-30,-37,42
-29,-38,41
-33,-36,37
-34,-35,39
-32,-35,41
-33,-40,38
-35,-39,38
-28,-39,43
-30,-42,41
-33,-41,40
-30,-36,42
-29,-38,43
-36,-37,38
-35,-36,37
-29,-39,42
-30,-39,41
-30,-39,40
-33,-37,39
-33,-39,39
-30,-39,40
-31,-41,38
-32,-40,39
-31,-41,39
-30,-40,38
-31,-39,39
-31,-39,40
-30,-37,41
-32,-43,37
-35,-38,39
-27,-45,38
-33,-40,41
-32,-40,36
-31,-40,43
-30,-37,36
-33,-39,41
-30,-36,40
-34,-38,40
-31,-33,40
-21,-45,43
-35,-35,38
-24,-35,43
-23,-40,47
-37,-40,36
-32,-37,35
-27,-44,43
-30,-47,36
-27,-41,37
-32,-39,41
-27,-45,40
-31,-37,39
-30,-45,37
-26,-44,40
-32,-42,38
-27,-42,41
-33,-37,38
-29,-45,34
-26,-41,42
-28,-44,39
-29,-42,34
-34,-35,42
-23,-40,40
-35,-40,32
-31,-33,42
-33,-52,37
-37,-33,36
-23,-37,40
-36,-46,42
-30,-32,36
-37,-48,43
-31,-35,41
-19,-40,39
-34,-36,41
-20,-39,46
-24,-53,40
-33,-35,37
-22,-42,47
-35,-37,32
-35,-35,27
-32,-46,43
-27,-53,39
-31,-44,39
-31,-38,38
-32,-45,37
-32,-38,34
-32,-46,32
-29,-48,38
-28,-51,37
-29,-46,39
-36,-41,33
-31,-43,32
-27,-42,39
-25,-44,39
-25,-42,40
-35,-38,34
-37,-37,36
-28,-41,38
-35,-39,36
-36,-40,36
-31,-44,37
-32,-46,35
-32,-43,36
-33,-42,35
-33,-42,36
-32,-37,37
-36,-38,37
-34,-35,38
-35,-35,38
-35,-36,40
-34,-36,39
-35,-37,39
-35,-36,39
-35,-36,37
-35,-36,37
-34,-35,39
-37,-35,36
-36,-35,36
-36,-33,35
-40,-34,36
-38,-36,35
-38,-35,40
-39,-35,40
-40,-33,39
-41,-31,41
-42,-32,38
-42,-32,38
-43,-31,38
-42,-31,43
-42,-30,41
-42,-33,44
-42,-34,46
-41,-34,42
-45,-29,32
-45,-28,31
-41,-29,40
-40,-30,40
-45,-24,35
-40,-26,43
-43,-32,45
-42,-27,37
-44,-26,35
-42,-27,39
-45,-32,38
-42,-31,36
-41,-30,39
-41,-31,39
-42,-32,32
-40,-31,40
-41,-31,39
-41,-31,35
-40,-30,35
-44,-28,38
-45,-27,36
-46,-28,38
-42,-30,41
-46,-30,35
-42,-30,39
-42,-28,36
-41,-31,40
-41,-32,38
-41,-34,39
-38,-33,38
-41,-34,34
-42,-34,34
-41,-30,32
-43,-28,34
-42,-25,37
-43,-24,36
-44,-24,37
-44,-25,38
-44,-26,37
-45,-29,35
-43,-27,40
-42,-28,40
-44,-30,40
-43,-31,40
-43,-30,43
-43,-31,41
-44,-31,42
-44,-30,35
-42,-28,33
-47,-25,33
-47,-24,36
-47,-25,38
-47,-25,39
-46,-24,39
-44,-25,41
-43,-26,39
-42,-27,39
-43,-29,37
-42,-29,38
-42,-29,39
-42,-29,38
-44,-27,39
-44,-26,40
-40,-24,39
-42,-21,41
-45,-21,40
-42,-20,41
-43,-20,40
-45,-21,42
-45,-23,40
-45,-25,42
-46,-25,43
-45,-26,41
-42,-27,42
-42,-28,40
-41,-28,39
-41,-27,39
-42,-27,40
-42,-27,40
-41,-26,41
-42,-22,40
-44,-23,40
-42,-22,41
-43,-24,42
-43,-25,40
-46,-28,39
-41,-30,39
-40,-31,39
-43,-32,39
-42,-29,37
-40,-31,41
-38,-29,49
-37,-33,45
-46,-31,31
-44,-31,29
-44,-31,35
-41,-27,32
-40,-24,30
-45,-21,36
-43,-20,48
-42,-28,45
-43,-34,38
-42,-34,39
-44,-36,38
