1659765014.000000, IBI
23.671875,0.781250
24.484375,0.812500
25.187500,0.703125
25.875000,0.687500
26.625000,0.750000
27.343750,0.718750
28.015625,0.671875
28.734375,0.718750
29.515625,0.781250
30.250000,0.734375
30.984375,0.734375
46.953125,0.593750
47.546875,0.593750
48.156250,0.609375
48.859375,0.703125
49.640625,0.781250
50.312500,0.671875
51.078125,0.765625
51.875000,0.796875
62.843750,0.578125
63.421875,0.578125
69.359375,0.718750
70.062500,0.703125
70.765625,0.703125
71.453125,0.687500
72.109375,0.656250
72.703125,0.593750
73.265625,0.562500
73.843750,0.578125
74.421875,0.578125
75.062500,0.640625
75.734375,0.671875
76.375000,0.640625
77.109375,0.734375
77.843750,0.734375
78.546875,0.703125
79.203125,0.656250
79.890625,0.687500
80.562500,0.671875
81.234375,0.671875
81.906250,0.671875
82.593750,0.687500
91.578125,0.656250
92.328125,0.750000
93.046875,0.718750
93.703125,0.656250
94.375000,0.671875
95.078125,0.703125
95.734375,0.656250
96.375000,0.640625
96.890625,0.515625
97.640625,0.750000
101.718750,0.578125
102.281250,0.562500
102.859375,0.578125
103.453125,0.593750
104.093750,0.640625
104.734375,0.640625
105.390625,0.656250
106.015625,0.625000
106.609375,0.593750
107.218750,0.609375
107.875000,0.656250
108.500000,0.625000
109.093750,0.593750
109.703125,0.609375
110.312500,0.609375
110.968750,0.656250
111.640625,0.671875
112.281250,0.640625
112.953125,0.671875
113.640625,0.687500
114.281250,0.640625
114.953125,0.671875
115.625000,0.671875
116.312500,0.687500
117.015625,0.703125
117.718750,0.703125
118.343750,0.625000
119.031250,0.687500
119.640625,0.609375
120.375000,0.734375
128.109375,0.593750
128.687500,0.578125
161.359375,0.578125
161.937500,0.578125
162.484375,0.546875
163.031250,0.546875
163.593750,0.562500
164.171875,0.578125
201.937500,0.625000
202.531250,0.593750
203.203125,0.671875
203.812500,0.609375
204.421875,0.609375
205.046875,0.625000
205.687500,0.640625
206.312500,0.625000
206.921875,0.609375
207.515625,0.593750
213.000000,0.640625
213.625000,0.625000
214.265625,0.640625
214.875000,0.609375
215.515625,0.640625
216.109375,0.593750
216.718750,0.609375
217.312500,0.593750
217.906250,0.593750
218.593750,0.687500
219.171875,0.578125
226.093750,0.640625
226.718750,0.625000
242.500000,0.546875
268.562500,0.781250
269.328125,0.765625
270.109375,0.781250
277.640625,0.859375
278.468750,0.828125
289.218750,0.828125
289.953125,0.734375
290.734375,0.781250
291.531250,0.796875
303.578125,0.843750
311.156250,0.781250
328.000000,0.765625
328.812500,0.812500
329.562500,0.750000
330.312500,0.750000
331.015625,0.703125
331.765625,0.750000
338.203125,0.765625
338.968750,0.765625
339.765625,0.796875
340.625000,0.859375
341.484375,0.859375
346.171875,0.750000
346.906250,0.734375
347.640625,0.734375
348.406250,0.765625
349.171875,0.765625
350.000000,0.828125
350.906250,0.906250
351.796875,0.890625
352.625000,0.828125
353.468750,0.843750
354.296875,0.828125
373.734375,0.812500
374.593750,0.859375
375.468750,0.875000
376.312500,0.843750
377.078125,0.765625
377.890625,0.812500
378.750000,0.859375
379.578125,0.828125
380.468750,0.890625
381.375000,0.906250
382.281250,0.906250
383.093750,0.812500
383.875000,0.781250
384.656250,0.781250
393.031250,0.781250
393.843750,0.812500
394.609375,0.765625
395.437500,0.828125
396.250000,0.812500
396.968750,0.718750
397.703125,0.734375
398.453125,0.750000
399.234375,0.781250
400.062500,0.828125
400.859375,0.796875
401.718750,0.859375
432.046875,0.671875
432.734375,0.687500
433.484375,0.750000
434.203125,0.718750
434.859375,0.656250
435.531250,0.671875
436.203125,0.671875
436.921875,0.718750
437.609375,0.687500
438.265625,0.656250
438.968750,0.703125
439.671875,0.703125
440.421875,0.750000
441.187500,0.765625
441.953125,0.765625
442.718750,0.765625
443.500000,0.781250
444.281250,0.781250
445.046875,0.765625
445.828125,0.781250
446.593750,0.765625
447.312500,0.718750
448.062500,0.750000
448.843750,0.781250
449.609375,0.765625
450.359375,0.750000
451.140625,0.781250
451.953125,0.812500
452.734375,0.781250
453.546875,0.812500
454.359375,0.812500
455.140625,0.781250
455.953125,0.812500
456.750000,0.796875
457.515625,0.765625
458.265625,0.750000
459.046875,0.781250
459.796875,0.750000
460.546875,0.750000
461.328125,0.781250
462.156250,0.828125
462.953125,0.796875
463.656250,0.703125
464.375000,0.718750
465.109375,0.734375
465.843750,0.734375
466.640625,0.796875
467.468750,0.828125
468.234375,0.765625
469.031250,0.796875
469.812500,0.781250
470.562500,0.750000
471.328125,0.765625
472.109375,0.781250
472.890625,0.781250
473.750000,0.859375
474.640625,0.890625
475.468750,0.828125
476.187500,0.718750
476.890625,0.703125
477.562500,0.671875
478.203125,0.640625
478.859375,0.656250
479.531250,0.671875
480.234375,0.703125
480.921875,0.687500
481.640625,0.718750
482.359375,0.718750
483.046875,0.687500
483.937500,0.890625
484.796875,0.859375
485.625000,0.828125
486.359375,0.734375
487.031250,0.671875
487.718750,0.687500
488.406250,0.687500
489.093750,0.687500
489.781250,0.687500
490.515625,0.734375
491.359375,0.843750
492.171875,0.812500
493.015625,0.843750
493.890625,0.875000
494.828125,0.937500
495.750000,0.921875
496.671875,0.921875
497.500000,0.828125
498.265625,0.765625
499.046875,0.781250
499.859375,0.812500
500.656250,0.796875
501.421875,0.765625
502.203125,0.781250
503.062500,0.859375
503.953125,0.890625
504.843750,0.890625
505.703125,0.859375
506.562500,0.859375
507.343750,0.781250
508.109375,0.765625
508.875000,0.765625
509.687500,0.812500
510.484375,0.796875
511.296875,0.812500
512.187500,0.890625
512.968750,0.781250
513.750000,0.781250
514.531250,0.781250
515.343750,0.812500
516.078125,0.734375
516.890625,0.812500
517.656250,0.765625
518.406250,0.750000
519.109375,0.703125
519.796875,0.687500
520.484375,0.687500
521.203125,0.718750
521.875000,0.671875
522.640625,0.765625
523.406250,0.765625
524.140625,0.734375
524.859375,0.718750
525.609375,0.750000
526.359375,0.750000
527.156250,0.796875
527.968750,0.812500
528.734375,0.765625
529.500000,0.765625
530.296875,0.796875
531.140625,0.843750
531.953125,0.812500
532.718750,0.765625
533.515625,0.796875
534.359375,0.843750
535.203125,0.843750
536.000000,0.796875
536.828125,0.828125
537.703125,0.875000
538.546875,0.843750
539.328125,0.781250
540.125000,0.796875
540.937500,0.812500
541.734375,0.796875
542.500000,0.765625
543.312500,0.812500
544.156250,0.843750
544.984375,0.828125
545.671875,0.687500
546.406250,0.734375
573.328125,0.640625
573.921875,0.593750
589.000000,0.812500
589.828125,0.828125
597.093750,0.921875
598.015625,0.921875
598.906250,0.890625
599.781250,0.875000
600.625000,0.843750
601.406250,0.781250
602.125000,0.718750
602.906250,0.781250
603.640625,0.734375
613.875000,0.703125
614.687500,0.812500
615.421875,0.734375
616.140625,0.718750
616.921875,0.781250
617.765625,0.843750
618.562500,0.796875
619.359375,0.796875
620.171875,0.812500
620.968750,0.796875
621.765625,0.796875
622.578125,0.812500
623.343750,0.765625
624.343750,1.000000
636.453125,0.703125
637.109375,0.656250
637.781250,0.671875
638.500000,0.718750
639.156250,0.656250
